"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CVSSv4_BaseSeverity","CVSSv4_BaseScore","CVSSv4","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-29146,"CWE-642 External Control of Critical State Data, CWE-209 Generation of Error Message Containing Sensitive Information","Padding Oracle vulnerability in Apache Tomcat's EncryptInterceptor with default configuration.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.18, from 10.0.0-M1 through 10.1.52, from 9.0.13 through 9..115, from 8.5.38 through 8.5.100, from 7.0.100 through 7.0.109.  Users are recommended to upgrade to version 11.0.19, 10.1.53 and 9.0.116, which fixes the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-34483,CWE-116 Improper Encoding or Escaping of Output,"Improper Encoding or Escaping of Output vulnerability in the JsonAccessLogValve component of Apache Tomcat.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.20, from 10.1.0-M1 through 10.1.53, from 9.0.40 through 9.0.116.  Users are recommended to upgrade to version 11.0.21, 10.1.54 or 9.0.117 , which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-34487,CWE-532 Insertion of Sensitive Information into Log File,"Insertion of Sensitive Information into Log File vulnerability in the cloud membership for clustering component of Apache Tomcat exposed the Kubernetes bearer token.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.20, from 10.1.0-M1 through 10.1.53, from 9.0.13 through 9.0.116.  Users are recommended to upgrade to version 11.0.21, 10.1.54 or 9.0.117, which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-41284,CWE-770 Allocation of Resources Without Limits or Throttling,"Allocation of Resources Without Limits or Throttling vulnerability in Apache Tomcat.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.21, from 10.1.0-M1 through 10.1.54, from 9.0.0.M1 through 9.0.117. Older, unsupported versions may also be affected.  Users are recommended to upgrade to version [FIXED_VERSION], which fixes the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-43513,CWE-178 Improper Handling of Case Sensitivity,"Improper Handling of Case Sensitivity vulnerability in LockOutRealm in Apache Tomcat.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.21, from 10.1.0-M1 through 10.1.54, from 9.0.0.M1 through 9.0.117, from 8.5.0 through 8.5.100, from 7.0.0 through 7.0.109. Older unsupported versions may also be affected.  Users are recommended to upgrade to version 11.0.22, 10.1.55 or 9.0.118 which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2025-46701,CWE-178 Improper Handling of Case Sensitivity,"Improper Handling of Case Sensitivity vulnerability in Apache Tomcat's GCI servlet allows security constraint bypass of security constraints that apply to the pathInfo component of a URI mapped to the CGI servlet.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.6, from 10.1.0-M1 through 10.1.40, from 9.0.0.M1 through 9.0.104. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 though 8.5.100. Other, older, EOL versions  may also be affected.   Users are recommended to upgrade to version 11.0.7, 10.1.41 or 9.0.105, which fixes the issue.",NVD,"","","",HIGH,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-42498,CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,"Exposure of HTTP Authentication Header to unexpected hosts during WebSocket authentication vulnerability in Apache Tomcat.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.21, from 10.1.0-M1 through 10.1.54, from 9.0.2 through 9.0.117, from 8.5.24 through 8.5.100, from 7.0.83 through 7.0.109.  Users are recommended to upgrade to version 11.0.22, 10.1.55 or 9.0.118, which fix the issue.",NVD,"","","",HIGH,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2025-55668,CWE-384 Session Fixation,"Session Fixation vulnerability in Apache Tomcat via rewrite valve.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.7, from 10.1.0-M1 through 10.1.41, from 9.0.0.M1 through 9.0.105. Older, EOL versions may also be affected.  Users are recommended to upgrade to version 11.0.8, 10.1.42 or 9.0.106, which fix the issue.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N/E:2.8/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-34500,CWE-287 Improper Authentication,"CLIENT_CERT authentication does not fail as expected for some scenarios when soft fail is disabled and FFM is used in Apache Tomcat.  This issue affects Apache Tomcat: from 11.0.0-M14 through 11.0.20, from 10.1.22 through 10.1.53, from 9.0.92 through 9.0.116.  Users are recommended to upgrade to version 11.0.21, 10.1.54 or 9.0.117, which fixes the issue.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:L/A:N/E:2.2/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-25854,CWE-601 URL Redirection to Untrusted Site ('Open Redirect'),"Occasional URL redirection to untrusted Site ('Open Redirect') vulnerability in Apache Tomcat via the LoadBalancerDrainingValve.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.18, from 10.1.0-M1 through 10.1.52, from 9.0.0.M23 through 9.0.115, from 8.5.30 through 8.5.100. Other, unsupported versions may also be affected  Users are recommended to upgrade to version 11.0.20, 10.1.53 or 9.0.116, which fix the issue.",NVD,"","","",MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N/E:2.8/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2025-61795,CWE-404 Improper Resource Shutdown or Release,"Improper Resource Shutdown or Release vulnerability in Apache Tomcat.  If an error occurred (including exceeding limits) during the processing of a multipart upload, temporary copies of the uploaded parts written to disc were not cleaned up immediately but left for the garbage collection process to delete. Depending on JVM settings, application memory usage and application load, it was possible that space for the temporary copies of uploaded parts would be filled faster than GC cleared it, leading to a DoS.    This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.11, from 10.1.0-M1 through 10.1.46, from 9.0.0.M1 through 9.0.109.  The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 though 8.5.100. Other, older, EOL versions may also be affected. Users are recommended to upgrade to version 11.0.12 or later, 10.1.47 or later or 9.0.110 or later which fixes the issue.",NVD,"","","",MEDIUM,5.3,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H/E:1.6/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-24733,"CWE-20 Improper Input Validation, NVD-CWE-noinfo","Improper Input Validation vulnerability in Apache Tomcat.   Tomcat did not limit HTTP/0.9 requests to the GET method. If a security  constraint was configured to allow HEAD requests to a URI but deny GET  requests, the user could bypass that constraint on GET requests by  sending a (specification invalid) HEAD request using HTTP/0.9.   This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.14, from 10.1.0-M1 through 10.1.49, from 9.0.0.M1 through 9.0.112.   Older, EOL versions are also affected.  Users are recommended to upgrade to version 11.0.15 or later, 10.1.50 or later or 9.0.113 or later, which fixes the issue.",NVD,"","","",LOW,3.7,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N/E:2.2/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-43514,CWE-208 Observable Timing Discrepancy,"Observable Timing Discrepancy vulnerability when comparing AJP secret in Apache Tomcat.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.21, from 10.1.0-M1 through 10.1.54, from 9.0.0.M1 through 9.0.117, from 8.5.0 through 8.5.100, from 7.0.0 through 7.0.109. Older unsupported versions may also be affected.  Users are recommended to upgrade to version 11.0.22, 10.1.55 or 9.0.118 which fix the issue.",NVD,"","","",LOW,3.7,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N/E:2.2/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
